date	close
1985-10-01	0.031947
1985-10-02	0.030821
1985-10-03	0.030857
1985-10-04	0.030190
1985-10-07	0.028645
1985-10-08	0.027817
1985-10-09	0.028960
1985-10-10	0.029602
1985-10-11	0.030910
1985-10-14	0.032691
1985-10-15	0.032857
1985-10-16	0.033668
1985-10-17	0.034041
1985-10-18	0.033665
1985-10-21	0.033097
1985-10-22	0.033758
1985-10-23	0.034309
1985-10-24	0.034682
1985-10-25	0.033260
1985-10-28	0.033179
1985-10-29	0.034558
1985-10-30	0.034888
1985-10-31	0.034624
1985-11-01	0.035336
1985-11-04	0.035119
1985-11-05	0.035480
1985-11-06	0.036337
1985-11-07	0.036557
1985-11-08	0.038083
1985-11-11	0.039173
1985-11-12	0.040556
1985-11-13	0.039899
1985-11-14	0.040558
1985-11-15	0.040894
1985-11-18	0.040670
1985-11-19	0.041283
1985-11-20	0.040906
1985-11-21	0.042319
1985-11-22	0.042685
1985-11-25	0.041820
1985-11-26	0.042647
1985-11-27	0.044523
1985-11-29	0.044827
1985-12-02	0.043891
1985-12-03	0.043935
1985-12-04	0.046784
1985-12-05	0.047351
1985-12-06	0.045683
1985-12-09	0.046252
1985-12-10	0.046782
1985-12-11	0.048100
1985-12-12	0.048750
1985-12-13	0.051406
1985-12-16	0.051969
1985-12-17	0.050701
1985-12-18	0.050240
1985-12-19	0.051139
1985-12-20	0.051525
1985-12-23	0.049727
1985-12-24	0.048930
1985-12-26	0.049282
1985-12-27	0.050572
1985-12-30	0.051099
1985-12-31	0.051502
1986-01-02	0.050283
1986-01-03	0.049470
1986-01-06	0.049244
1986-01-07	0.052000
1986-01-08	0.050082
1986-01-09	0.047374
1986-01-10	0.048215
1986-01-13	0.047687
1986-01-14	0.047778
1986-01-15	0.050387
1986-01-16	0.052136
1986-01-17	0.051791
1986-01-20	0.050424
1986-01-21	0.049829
1986-01-22	0.048143
1986-01-23	0.047755
1986-01-24	0.048782
1986-01-27	0.049447
1986-01-28	0.050799
1986-01-29	0.052031
1986-01-30	0.051006
1986-01-31	0.051854
1986-02-03	0.053389
1986-02-04	0.053814
1986-02-05	0.055148
1986-02-06	0.056271
1986-02-07	0.057231
1986-02-10	0.058108
1986-02-11	0.058274
1986-02-12	0.058782
1986-02-13	0.059413
1986-02-14	0.060683
1986-02-18	0.061426
1986-02-19	0.059987
1986-02-20	0.060376
1986-02-21	0.061925
1986-02-24	0.060676
1986-02-25	0.059633
1986-02-26	0.058955
1986-02-27	0.061052
